month,cluster_id,n_samples,n_benign,n_malicious,n_labeled,mal_ratio,age,birth_month,is_new,top_features
2016-02,24,64,39,0,39,0.0,1,0,False,interesting_calls::printStackTrace(+0.161); interesting_calls::getPackageInfo(+0.145); intents::android_intent_category_LAUNCHER(+0.138); intents::android_intent_action_MAIN(+0.138); app_permissions::name='android_permission_INTERNET'(+0.138); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.136); interesting_calls::Obfuscation(Base64)(+0.136); interesting_calls::getSystemService(+0.136); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.135); api_permissions::android_permission_INTERNET(+0.135)
2016-02,25,41,41,0,41,0.0,0,1,True,api_calls::android/telephony/TelephonyManager;->getDeviceId(+0.128); interesting_calls::Obfuscation(Base64)(+0.119); api_permissions::android_permission_MANAGE_ACCOUNTS(+0.115); interesting_calls::getDeviceId(+0.113); api_permissions::android_permission_READ_PHONE_STATE(+0.111); api_calls::android/accounts/AccountManager;->invalidateAuthToken(+0.111); interesting_calls::HttpPost(+0.108); interesting_calls::Read/Write External Storage(+0.101); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.100); api_permissions::android_permission_READ_CONTACTS(+0.100)
2016-02,26,78,70,7,77,0.0909,0,1,True,intents::android_intent_action_MAIN(+0.162); api_permissions::android_permission_INTERNET(+0.159); intents::android_intent_category_LAUNCHER(+0.158); interesting_calls::getSystemService(+0.158); app_permissions::name='android_permission_INTERNET'(+0.158); api_permissions::android_permission_VIBRATE(+0.158); interesting_calls::Obfuscation(Base64)(+0.157); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.155); api_permissions::android_permission_READ_CONTACTS(+0.154); interesting_calls::Read/Write External Storage(+0.153)
2016-02,27,15,14,1,15,0.0667,0,1,True,api_calls::android/content/ContentResolver;->query(+0.149); api_permissions::android_permission_RECORD_AUDIO(+0.143); api_calls::android/location/LocationManager;->getBestProvider(+0.143); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.141); api_calls::android/telephony/TelephonyManager;->getDeviceId(+0.140); api_calls::android/app/NotificationManager;->notify(+0.139); api_calls::org/apache/http/impl/client/DefaultHttpClient(+0.139); interesting_calls::printStackTrace(+0.137); api_calls::android/content/Context;->startActivity(+0.137); interesting_calls::getDeviceId(+0.136)
2016-02,28,38,31,7,38,0.1842,0,1,True,api_permissions::android_permission_ACCESS_WIFI_STATE(+0.128); app_permissions::name='android_permission_ACCESS_WIFI_STATE'(+0.126); interesting_calls::Obfuscation(Base64)(+0.126); interesting_calls::getPackageInfo(+0.124); interesting_calls::getDeviceId(+0.122); interesting_calls::HttpPost(+0.122); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.122); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.122); intents::android_intent_category_DEFAULT(+0.122); interesting_calls::Read/Write External Storage(+0.117)
2016-02,29,105,103,3,106,0.0283,0,1,True,intents::android_intent_action_MAIN(+0.252); intents::android_intent_category_LAUNCHER(+0.251); interesting_calls::getSystemService(+0.244); api_permissions::android_permission_INTERNET(+0.240); app_permissions::name='android_permission_INTERNET'(+0.218); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.216); interesting_calls::Read/Write External Storage(+0.210); api_permissions::android_permission_WAKE_LOCK(+0.198); api_permissions::android_permission_READ_CONTACTS(+0.193); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.192)
2016-03,0,5506,2203,61,2264,0.0269,3,0,False,interesting_calls::Obfuscation(Base64)(+0.169); interesting_calls::getPackageInfo(+0.166); api_permissions::android_permission_VIBRATE(+0.155); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.153); api_permissions::android_permission_WAKE_LOCK(+0.150); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.150); interesting_calls::getSystemService(+0.150); api_permissions::android_permission_INTERNET(+0.150); app_permissions::name='android_permission_INTERNET'(+0.150); intents::android_intent_action_MAIN(+0.149)
2016-03,1,4339,3836,108,3944,0.0274,3,0,False,intents::android_intent_action_MAIN(+0.196); intents::android_intent_category_LAUNCHER(+0.195); interesting_calls::getSystemService(+0.194); api_permissions::android_permission_INTERNET(+0.193); app_permissions::name='android_permission_INTERNET'(+0.191); api_permissions::android_permission_VIBRATE(+0.187); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.183); interesting_calls::getPackageInfo(+0.181); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.175); interesting_calls::printStackTrace(+0.175)
2016-03,2,1839,1796,5,1801,0.0028,3,0,False,intents::android_intent_action_MAIN(+0.210); intents::android_intent_category_LAUNCHER(+0.209); app_permissions::name='android_permission_INTERNET'(+0.208); api_permissions::android_permission_INTERNET(+0.204); interesting_calls::getSystemService(+0.203); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.194); activities::com_google_ads_AdActivity(+0.192); interesting_calls::Cipher(AES/CBC/PKCS5Padding)(+0.191); api_calls::android/content/ContentResolver;->query(+0.190); urls::http://media_admob_com/mraid/v1/mraid_app_expanded_banner_js(+0.190)
2016-03,3,6379,5530,405,5935,0.0682,3,0,False,urls::http://plus_google_com/(+0.163); interesting_calls::getSystemService(+0.158); api_permissions::android_permission_INTERNET(+0.158); urls::http://schemas_android_com/apk/lib/com_google_android_gms_plus(+0.158); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.158); intents::android_intent_action_MAIN(+0.158); urls::https://www_googleapis_com/auth/games_firstparty(+0.157); intents::android_intent_category_LAUNCHER(+0.157); urls::https://www_googleapis_com/auth/games(+0.157); urls::https://www_googleapis_com/auth/appstate(+0.157)
2016-03,4,2042,1595,4,1599,0.0025,3,0,False,api_permissions::android_permission_WAKE_LOCK(+0.282); interesting_calls::Read/Write External Storage(+0.268); interesting_calls::getSystemService(+0.264); intents::android_intent_action_MAIN(+0.262); api_calls::android/os/PowerManager$WakeLock;->acquire(+0.261); intents::android_intent_category_LAUNCHER(+0.261); api_permissions::android_permission_INTERNET(+0.260); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.247); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.247); api_calls::android/content/Context;->startActivity(+0.245)
2016-03,5,2464,2242,11,2253,0.0049,3,0,False,api_calls::android/app/Activity;->startActivity(+0.248); interesting_calls::printStackTrace(+0.244); intents::android_intent_action_MAIN(+0.240); intents::android_intent_category_LAUNCHER(+0.240); interesting_calls::Read/Write External Storage(+0.237); api_permissions::android_permission_INTERNET(+0.235); interesting_calls::getSystemService(+0.234); app_permissions::name='android_permission_INTERNET'(+0.221); api_calls::android/content/ContentResolver;->openInputStream(+0.220); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.218)
2016-03,6,4975,3891,605,4496,0.1346,3,0,False,intents::android_intent_action_MAIN(+0.234); intents::android_intent_category_LAUNCHER(+0.234); interesting_calls::getSystemService(+0.232); api_permissions::android_permission_INTERNET(+0.231); app_permissions::name='android_permission_INTERNET'(+0.217); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.216); interesting_calls::Read/Write External Storage(+0.209); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.195); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.185); api_permissions::android_permission_WAKE_LOCK(+0.184)
2016-03,7,6580,5834,238,6072,0.0392,3,0,False,api_permissions::android_permission_READ_CONTACTS(+0.149); urls::https://www_googletagmanager_com(+0.149); urls::http://hostname/?(+0.148); urls::http://www_google_com(+0.146); urls::https://www_googleapis_com/auth/drive_appdata(+0.146); interesting_calls::getSystemService(+0.146); urls::https://www_googleapis_com/auth/drive_file(+0.146); urls::http://media_admob_com/mraid/v1/mraid_app_interstitial_js(+0.146); urls::http://media_admob_com/mraid/v1/mraid_app_banner_js(+0.146); urls::http://media_admob_com/mraid/v1/mraid_app_expanded_banner_js(+0.146)
2016-03,8,4284,3860,85,3945,0.0215,3,0,False,intents::android_intent_action_MAIN(+0.246); intents::android_intent_category_LAUNCHER(+0.245); interesting_calls::getSystemService(+0.238); api_permissions::android_permission_INTERNET(+0.235); app_permissions::name='android_permission_INTERNET'(+0.226); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.216); interesting_calls::printStackTrace(+0.213); interesting_calls::Read/Write External Storage(+0.206); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.202); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.199)
2016-03,9,3122,2894,51,2945,0.0173,3,0,False,intents::android_intent_action_MAIN(+0.133); intents::android_intent_category_LAUNCHER(+0.131); interesting_calls::getSystemService(+0.131); api_permissions::android_permission_INTERNET(+0.131); app_permissions::name='android_permission_INTERNET'(+0.131); api_permissions::android_permission_READ_CONTACTS(+0.130); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.129); interesting_calls::getPackageInfo(+0.128); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.128); interesting_calls::Obfuscation(Base64)(+0.127)
2016-03,10,2669,2405,52,2457,0.0212,3,0,False,intents::android_intent_action_MAIN(+0.347); intents::android_intent_category_LAUNCHER(+0.345); interesting_calls::getSystemService(+0.304); api_permissions::android_permission_INTERNET(+0.304); app_permissions::name='android_permission_INTERNET'(+0.303); api_calls::android/webkit/WebView(+0.232); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.229); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.226); activities::_MainActivity(+0.197); interesting_calls::getPackageInfo(+0.191)
2016-03,11,643,14,627,641,0.9782,2,0,False,api_calls::java/net/HttpURLConnection(+0.081); intents::android_intent_action_VIEW(+0.080); intents::android_intent_category_BROWSABLE(+0.080); interesting_calls::HttpPost(+0.080); intents::android_intent_action_SEARCH(+0.079); api_calls::android/media/MediaRecorder;->setAudioSource(+0.079); api_permissions::android_permission_READ_LOGS(+0.079); api_calls::java/lang/Runtime;->exec(+0.079); api_permissions::android_permission_CAMERA(+0.079); api_calls::android/hardware/Camera;->open(+0.079)
2016-03,12,3130,2794,32,2826,0.0113,3,0,False,interesting_calls::getPackageInfo(+0.207); app_permissions::name='android_permission_INTERNET'(+0.206); intents::android_intent_action_MAIN(+0.203); intents::android_intent_category_LAUNCHER(+0.203); interesting_calls::Cipher(AES/CBC/PKCS5Padding)(+0.203); interesting_calls::getSystemService(+0.201); api_permissions::android_permission_INTERNET(+0.201); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.201); interesting_calls::Obfuscation(Base64)(+0.201); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.200)
2016-03,13,3276,3116,15,3131,0.0048,3,0,False,api_calls::android/app/Activity;->startActivity(+0.281); api_calls::android/content/ContentResolver;->query(+0.279); intents::android_intent_action_MAIN(+0.272); interesting_calls::getSystemService(+0.271); intents::android_intent_category_LAUNCHER(+0.271); api_permissions::android_permission_READ_CONTACTS(+0.271); api_permissions::android_permission_INTERNET(+0.270); api_calls::java/net/Socket(+0.263); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.262); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.254)
2016-03,14,701,609,1,610,0.0016,3,0,False,interesting_calls::HttpPost(+0.071); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.070); api_permissions::android_permission_READ_PHONE_STATE(+0.070); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.069); app_permissions::name='android_permission_GET_ACCOUNTS'(+0.069); api_permissions::android_permission_WAKE_LOCK(+0.069); interesting_calls::printStackTrace(+0.069); api_permissions::android_permission_ACCESS_WIFI_STATE(+0.069); interesting_calls::Read/Write External Storage(+0.069); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.069)
2016-03,15,6732,3084,3078,6162,0.4995,3,0,False,app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.190); app_permissions::name='android_permission_READ_PHONE_STATE'(+0.188); app_permissions::name='android_permission_ACCESS_WIFI_STATE'(+0.184); intents::android_intent_action_MAIN(+0.183); intents::android_intent_category_LAUNCHER(+0.183); app_permissions::name='android_permission_INTERNET'(+0.183); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.182); interesting_calls::printStackTrace(+0.177); interesting_calls::getSystemService(+0.175); api_permissions::android_permission_INTERNET(+0.173)
2016-03,16,1177,1004,140,1144,0.1224,3,0,False,interesting_calls::Obfuscation(Base64)(+0.140); app_permissions::name='android_permission_INTERNET'(+0.137); interesting_calls::getPackageInfo(+0.136); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.136); api_permissions::android_permission_INTERNET(+0.136); intents::android_intent_action_MAIN(+0.135); intents::android_intent_category_LAUNCHER(+0.135); interesting_calls::getDeviceId(+0.135); interesting_calls::getSystemService(+0.135); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.135)
2016-03,17,3552,3426,43,3469,0.0124,3,0,False,api_permissions::android_permission_READ_CONTACTS(+0.192); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.192); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.190); urls::http://www_gstatic_com/safa/sdk-core-v40_js\(+0.188); urls::http://media_admob_com/sdk-core-v40_js\(+0.188); urls::http://media_admob_com/mraid/v1/mraid_app_expanded_banner_js(+0.188); urls::http://media_admob_com/mraid/v1/mraid_app_interstitial_js(+0.188); urls::http://media_admob_com/mraid/v1/mraid_app_banner_js(+0.188); intents::android_intent_action_MAIN(+0.188); intents::android_intent_category_LAUNCHER(+0.188)
2016-03,18,3149,2861,64,2925,0.0219,3,0,False,interesting_calls::getPackageInfo(+0.148); interesting_calls::Obfuscation(Base64)(+0.145); app_permissions::name='android_permission_INTERNET'(+0.143); api_permissions::android_permission_READ_CONTACTS(+0.143); intents::android_intent_action_MAIN(+0.142); intents::android_intent_category_LAUNCHER(+0.141); api_permissions::android_permission_INTERNET(+0.141); interesting_calls::getSystemService(+0.141); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.141); api_permissions::android_permission_VIBRATE(+0.141)
2016-03,19,2909,2529,360,2889,0.1246,3,0,False,interesting_calls::getPackageInfo(+0.178); interesting_calls::Cipher(AES/CBC/PKCS5Padding)(+0.168); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.168); interesting_calls::Obfuscation(Base64)(+0.166); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.165); app_permissions::name='android_permission_INTERNET'(+0.163); api_permissions::android_permission_READ_CONTACTS(+0.162); api_permissions::android_permission_INTERNET(+0.161); interesting_calls::getSystemService(+0.160); intents::android_intent_action_MAIN(+0.156)
